Registration Date,Quantity Industry Registration,Sales Type,Manufacturer Description,Month
2021-12-07,18,2,PEUGEOT                            ,12
2021-12-07,8,1,DAF,12
2021-12-07,1,2,JAC,12
2021-12-07,166,2,MERCEDES-BENZ                      ,12
2021-12-07,2,1,DODGE                              ,12
2021-12-07,11,1,IVECO                              ,12
2021-12-07,92,2,SCANIA                             ,12
2021-12-07,3,1,SUZUKI                             ,12
2021-12-07,57,1,PEUGEOT                            ,12
2021-12-07,23,1,CITROEN                            ,12
2021-12-07,10,1,SCANIA                             ,12
2021-12-07,17,1,AUDI                               ,12
2021-12-07,1,2,BUGRE,12
2021-12-07,413,2,VOLKSWAGEN                         ,12
2021-12-07,34,1,HONDA                              ,12
2021-12-07,42,2,IVECO                              ,12
2021-12-07,6,1,LAND ROVER                         ,12
2021-12-07,11,1,BMW                             ,12
2021-12-07,1,1,CHERY,12
2021-12-07,46,2,FORD,12
2021-12-07,120,2,VOLVO                              ,12
2021-12-07,57,2,MITSUBISHI                         ,12
2021-12-07,165,2,CHERY,12
2021-12-07,34,1,MERCEDES-BENZ                      ,12
2021-12-07,474,1,FIAT                               ,12
2021-12-07,260,2,HONDA                              ,12
2021-12-07,2,2,LEXUS,12
2021-12-07,1,2,BYD,12
2021-12-07,314,1,JEEP,12
2021-12-07,673,2,GENERAL MOTORS                     ,12
2021-12-07,5,1,VOLVO                              ,12
2021-12-07,36,2,MINI,12
2021-12-07,2,2,OTHERS,12
2021-12-07,2,2,EFFA MOTORS,12
2021-12-07,1,2,FYBER,12
2021-12-07,601,2,FIAT                               ,12
2021-12-07,159,2,JEEP,12
2021-12-07,26,2,LAND ROVER                         ,12
2021-12-07,10,2,MARCOPOLO,12
2021-12-07,1,2,AUDI                               ,12
2021-12-07,14,2,KIA                                ,12
2021-12-08,22,2,CITROEN                            ,12
2021-12-08,6,1,VOLVO                              ,12
2021-12-08,126,2,CHERY,12
2021-12-08,103,1,RENAULT                            ,12
2021-12-08,284,1,JEEP,12
2021-12-08,21,2,KIA                                ,12
2021-12-08,73,2,SCANIA                             ,12
2021-12-08,499,2,FIAT                               ,12
2021-12-08,374,2,VOLKSWAGEN                         ,12
2021-12-08,32,1,PEUGEOT                            ,12
2021-12-08,30,2,BMW                             ,12
2021-12-08,82,1,FORD,12
2021-12-08,148,2,JEEP,12
2021-12-08,29,1,HONDA                              ,12
2021-12-08,125,2,NISSAN                             ,12
2021-12-08,3,2,SUZUKI                             ,12
2021-12-08,3,1,DAF,12
2021-12-08,663,2,GENERAL MOTORS                     ,12
2021-12-08,1,1,DODGE                              ,12
2021-12-08,3,2,OTHERS,12
2021-12-08,137,2,VOLVO                              ,12
2021-12-08,39,2,IVECO                              ,12
2021-12-08,24,2,PEUGEOT                            ,12
2021-12-08,777,1,VOLKSWAGEN                         ,12
2021-12-08,22,1,AUDI                               ,12
2021-12-08,178,2,RENAULT                            ,12
2021-12-08,568,2,HYUNDAI                            ,12
2021-12-08,12,1,HYUNDAI                            ,12
2021-12-08,14,1,IVECO                              ,12
2021-12-08,13,2,PORSCHE                            ,12
2021-12-08,13,1,CITROEN                            ,12
2021-12-08,2,1,LAND ROVER                         ,12
2021-12-08,48,1,NISSAN                             ,12
2021-12-08,518,2,TOYOTA                             ,12
2021-12-08,2,1,MITSUBISHI                         ,12
2021-12-08,7,2,JAC,12
2021-12-08,1,1,CHERY,12
2021-12-08,2,2,AUDI                               ,12
2021-12-08,9,1,BMW                             ,12
2021-12-08,2,1,MINI,12
2021-12-08,36,2,FORD,12
2021-12-08,308,1,FIAT                               ,12
2021-12-08,254,2,HONDA                              ,12
2021-12-08,484,1,GENERAL MOTORS                     ,12
2021-12-08,16,2,DAF,12
2021-12-08,27,2,LAND ROVER                         ,12
2021-12-08,7,2,BYD,12
2021-12-08,6,2,MINI,12
2021-12-08,176,2,MERCEDES-BENZ                      ,12
2021-12-08,86,1,TOYOTA                             ,12
2021-12-08,57,2,MITSUBISHI                         ,12
2021-12-08,2,2,FERCAR,12
2021-12-08,6,1,SCANIA                             ,12
2021-12-08,1,2,CADILLAC                           ,12
2021-12-08,5,2,MARCOPOLO,12
2021-12-08,14,1,MERCEDES-BENZ                      ,12
2021-12-09,5,2,AUDI                               ,12
2021-12-09,1,2,JAGUAR                             ,12
2021-12-09,1,2,FOTON,12
2021-12-09,60,2,IVECO                              ,12
2021-12-09,17,1,CITROEN                            ,12
2021-12-09,73,2,SCANIA                             ,12
2021-12-09,194,2,JEEP,12
2021-12-09,3,2,EFFA MOTORS,12
2021-12-09,1226,1,VOLKSWAGEN                         ,12
2021-12-09,20,1,AUDI                               ,12
2021-12-09,611,2,FIAT                               ,12
2021-12-09,578,2,HYUNDAI                            ,12
2021-12-09,22,2,PORSCHE                            ,12
2021-12-09,1,2,OTHERS,12
2021-12-09,2,2,AGRALE                             ,12
2021-12-09,1,1,AGRALE                             ,12
2021-12-09,51,2,FORD,12
2021-12-09,1225,1,FIAT                               ,12
2021-12-09,1,2,DODGE                              ,12
2021-12-09,27,2,PEUGEOT                            ,12
2021-12-09,877,1,GENERAL MOTORS                     ,12
2021-12-09,6,2,JAC,12
2021-12-09,293,1,RENAULT                            ,12
2021-12-09,463,2,VOLKSWAGEN                         ,12
2021-12-09,22,2,DAF,12
2021-12-09,28,2,LAND ROVER                         ,12
2021-12-09,69,2,MITSUBISHI                         ,12
2021-12-09,12,1,BMW                             ,12
2021-12-09,1,2,TROLLER,12
2021-12-09,67,1,FORD,12
2021-12-09,215,2,RENAULT                            ,12
2021-12-09,407,1,JEEP,12
2021-12-09,39,2,BMW                             ,12
2021-12-09,56,1,PEUGEOT                            ,12
2021-12-09,17,1,VOLVO                              ,12
2021-12-09,211,2,MERCEDES-BENZ                      ,12
2021-12-09,6,1,DAF,12
2021-12-09,6,1,CHERY,12
2021-12-09,13,2,MARCOPOLO,12
2021-12-09,162,1,HYUNDAI                            ,12
2021-12-09,77,1,MITSUBISHI                         ,12
2021-12-09,158,2,CHERY,12
2021-12-09,786,2,GENERAL MOTORS                     ,12
2021-12-09,120,1,TOYOTA                             ,12
2021-12-09,86,1,NISSAN                             ,12
2021-12-09,159,1,MERCEDES-BENZ                      ,12
2021-12-09,4,2,MINI,12
2021-12-09,19,2,CITROEN                            ,12
2021-12-09,711,2,TOYOTA                             ,12
2021-12-09,164,2,NISSAN                             ,12
2021-12-09,316,2,HONDA                              ,12
2021-12-09,119,2,VOLVO                              ,12
2021-12-09,2,2,LEXUS,12
2021-12-09,7,2,SUZUKI                             ,12
2021-12-09,2,1,MINI,12
2021-12-09,38,1,HONDA                              ,12
2021-12-09,5,1,IVECO                              ,12
2021-12-09,2,1,SCANIA                             ,12
2021-12-09,32,2,KIA                                ,12
2021-12-10,21,1,AUDI                               ,12
2021-12-10,128,1,TOYOTA                             ,12
2021-12-10,2,2,FOTON,12
2021-12-10,38,2,BMW                             ,12
2021-12-10,3,1,MITSUBISHI                         ,12
2021-12-10,286,2,HONDA                              ,12
2021-12-10,732,2,TOYOTA                             ,12
2021-12-10,1067,1,GENERAL MOTORS                     ,12
2021-12-10,2,2,MAHINDRA,12
2021-12-10,52,1,FORD,12
2021-12-10,153,2,CHERY,12
2021-12-10,28,2,JAC,12
2021-12-10,8,1,BMW                             ,12
2021-12-10,1,2,OTHERS,12
2021-12-10,51,2,FORD,12
2021-12-10,32,2,KIA                                ,12
2021-12-10,572,2,HYUNDAI                            ,12
2021-12-10,5,2,SUZUKI                             ,12
2021-12-10,14,1,CITROEN                            ,12
2021-12-10,3,2,MINI,12
2021-12-10,2,2,EFFA MOTORS,12
2021-12-10,1,2,FERRARI                            ,12
2021-12-10,12,2,PORSCHE                            ,12
2021-12-10,56,2,MITSUBISHI                         ,12
2021-12-10,13,2,MARCOPOLO,12
2021-12-10,988,1,FIAT                               ,12
2021-12-10,2,2,LEXUS,12
2021-12-10,8,1,VOLVO                              ,12
2021-12-10,397,1,JEEP,12
2021-12-10,94,2,SCANIA                             ,12
2021-12-10,17,2,PEUGEOT                            ,12
2021-12-10,886,1,VOLKSWAGEN                         ,12
2021-12-10,52,2,IVECO                              ,12
2021-12-10,20,2,DAF,12
2021-12-10,133,1,HYUNDAI                            ,12
2021-12-10,3,1,MINI,12
2021-12-10,2,2,JAGUAR                             ,12
2021-12-10,24,2,LAND ROVER                         ,12
2021-12-10,1,1,DAF,12
2021-12-10,9,1,IVECO                              ,12
2021-12-10,1,2,AGRALE                             ,12
2021-12-10,220,2,RENAULT                            ,12
2021-12-10,18,2,CITROEN                            ,12
2021-12-10,10,1,SCANIA                             ,12
2021-12-10,667,2,FIAT                               ,12
2021-12-10,44,1,PEUGEOT                            ,12
2021-12-10,464,2,VOLKSWAGEN                         ,12
2021-12-10,77,1,NISSAN                             ,12
2021-12-10,33,1,MERCEDES-BENZ                      ,12
2021-12-10,9,1,CHERY,12
2021-12-10,2,1,LAND ROVER                         ,12
2021-12-10,1,2,TROLLER,12
2021-12-10,2,2,AUDI                               ,12
2021-12-10,171,2,JEEP,12
2021-12-10,143,2,NISSAN                             ,12
2021-12-10,177,2,VOLVO                              ,12
2021-12-10,190,2,MERCEDES-BENZ                      ,12
2021-12-10,26,1,HONDA                              ,12
2021-12-10,947,2,GENERAL MOTORS                     ,12
2021-12-10,123,1,RENAULT                            ,12
2021-12-11,9,1,VOLKSWAGEN                         ,12
2021-12-11,2,1,NISSAN                             ,12
2021-12-11,13,2,RENAULT                            ,12
2021-12-11,28,2,FIAT                               ,12
2021-12-11,2,2,IVECO                              ,12
2021-12-11,21,2,HYUNDAI                            ,12
2021-12-11,3,1,TOYOTA                             ,12
2021-12-11,13,2,JEEP,12
2021-12-11,3,2,BMW                             ,12
2021-12-11,6,2,NISSAN                             ,12
2021-12-11,10,1,FIAT                               ,12
2021-12-11,1,2,CITROEN                            ,12
2021-12-11,2,2,VOLVO                              ,12
2021-12-11,7,1,GENERAL MOTORS                     ,12
2021-12-11,1,1,LAND ROVER                         ,12
2021-12-11,23,2,HONDA                              ,12
2021-12-11,1,2,EFFA MOTORS,12
2021-12-11,44,2,TOYOTA                             ,12
2021-12-11,1,1,CITROEN                            ,12
2021-12-11,1,1,HONDA                              ,12
2021-12-11,24,2,VOLKSWAGEN                         ,12
2021-12-11,31,2,GENERAL MOTORS                     ,12
2021-12-11,12,1,JEEP,12
2021-12-11,1,2,KIA                                ,12
2021-12-11,4,1,RENAULT                            ,12
2021-12-11,4,2,MERCEDES-BENZ                      ,12
2021-12-11,1,1,PEUGEOT                            ,12
2021-12-11,8,2,CHERY,12
2021-12-11,1,2,MITSUBISHI                         ,12
2021-12-11,9,2,SCANIA                             ,12
2021-12-12,1,2,HONDA                              ,12
2021-12-12,1,2,VOLVO                              ,12
2021-12-12,1,1,VOLVO                              ,12
2021-12-12,1,2,GENERAL MOTORS                     ,12
2021-12-12,1,2,TOYOTA                             ,12
2021-12-12,1,1,VOLKSWAGEN                         ,12
2021-12-12,1,1,GENERAL MOTORS                     ,12
2021-12-12,2,2,FIAT                               ,12
2021-12-13,180,2,MERCEDES-BENZ                      ,12
2021-12-13,20,2,KIA                                ,12
2021-12-13,39,2,BMW                             ,12
2021-12-13,75,2,SCANIA                             ,12
2021-12-13,4,1,BMW                             ,12
2021-12-13,2,1,VOLVO                              ,12
2021-12-13,6,1,SCANIA                             ,12
2021-12-13,584,2,FIAT                               ,12
2021-12-13,50,2,IVECO                              ,12
2021-12-13,2,2,EFFA MOTORS,12
2021-12-13,5,2,MINI,12
2021-12-13,6,2,BYD,12
2021-12-13,936,1,FIAT                               ,12
2021-12-13,272,2,RENAULT                            ,12
2021-12-13,105,2,VOLVO                              ,12
2021-12-13,4,1,MITSUBISHI                         ,12
2021-12-13,1,2,FERCAR,12
2021-12-13,168,1,HYUNDAI                            ,12
2021-12-13,177,2,JEEP,12
2021-12-13,19,1,MERCEDES-BENZ                      ,12
2021-12-13,64,1,NISSAN                             ,12
2021-12-13,36,1,HONDA                              ,12
2021-12-13,6,2,LEXUS,12
2021-12-13,27,2,LAND ROVER                         ,12
2021-12-13,2,2,FERRARI                            ,12
2021-12-13,3,2,SUZUKI                             ,12
2021-12-13,1,2,OLDSMOBILE                        ,12
2021-12-13,12,1,IVECO                              ,12
2021-12-13,2,1,MINI,12
2021-12-13,5,1,LAND ROVER                         ,12
2021-12-13,10,1,CHERY,12
2021-12-13,22,2,PEUGEOT                            ,12
2021-12-13,177,2,NISSAN                             ,12
2021-12-13,349,2,HONDA                              ,12
2021-12-13,764,2,GENERAL MOTORS                     ,12
2021-12-13,151,2,CHERY,12
2021-12-13,411,1,JEEP,12
2021-12-13,905,1,GENERAL MOTORS                     ,12
2021-12-13,3,1,DAF,12
2021-12-13,9,2,PORSCHE                            ,12
2021-12-13,437,2,VOLKSWAGEN                         ,12
2021-12-13,563,2,TOYOTA                             ,12
2021-12-13,6,2,DAF,12
2021-12-13,11,2,MARCOPOLO,12
2021-12-13,118,1,TOYOTA                             ,12
2021-12-13,12,2,CITROEN                            ,12
2021-12-13,45,2,FORD,12
2021-12-13,216,1,RENAULT                            ,12
2021-12-13,89,1,CITROEN                            ,12
2021-12-13,9,1,AUDI                               ,12
2021-12-13,62,1,FORD,12
2021-12-13,3,2,JAC,12
2021-12-13,560,1,VOLKSWAGEN                         ,12
2021-12-13,507,2,HYUNDAI                            ,12
2021-12-13,46,2,MITSUBISHI                         ,12
2021-12-13,1,2,AUDI                               ,12
2021-12-13,40,1,PEUGEOT                            ,12
2021-12-14,553,2,HYUNDAI                            ,12
2021-12-14,5,2,LEXUS,12
2021-12-14,2,1,DAF,12
2021-12-14,1,2,AGRALE                             ,12
2021-12-14,32,2,KIA                                ,12
2021-12-14,793,1,FIAT                               ,12
2021-12-14,439,1,JEEP,12
2021-12-14,26,2,LAND ROVER                         ,12
2021-12-14,19,1,MITSUBISHI                         ,12
2021-12-14,149,2,CHERY,12
2021-12-14,5,1,CHERY,12
2021-12-14,1,2,JAGUAR                             ,12
2021-12-14,3,1,MINI,12
2021-12-14,33,1,MERCEDES-BENZ                      ,12
2021-12-14,158,2,NISSAN                             ,12
2021-12-14,220,1,HYUNDAI                            ,12
2021-12-14,4,1,DODGE                              ,12
2021-12-14,13,2,CITROEN                            ,12
2021-12-14,2,2,ROLLS ROYCE                        ,12
2021-12-14,3,1,JAGUAR                             ,12
2021-12-14,2,2,TESLA MOTORS,12
2021-12-14,20,1,AUDI                               ,12
2021-12-14,36,2,FORD,12
2021-12-14,57,2,IVECO                              ,12
2021-12-14,160,1,RENAULT                            ,12
2021-12-14,116,1,NISSAN                             ,12
2021-12-14,780,1,GENERAL MOTORS                     ,12
2021-12-14,65,2,MITSUBISHI                         ,12
2021-12-14,8,1,BMW                             ,12
2021-12-14,5,2,JAC,12
2021-12-14,580,2,FIAT                               ,12
2021-12-14,8,1,LAND ROVER                         ,12
2021-12-14,19,2,MARCOPOLO,12
2021-12-14,707,2,TOYOTA                             ,12
2021-12-14,190,2,JEEP,12
2021-12-14,7,2,MINI,12
2021-12-14,3,2,OTHERS,12
2021-12-14,1,2,FOTON,12
2021-12-14,88,2,SCANIA                             ,12
2021-12-14,91,1,FORD,12
2021-12-14,555,1,VOLKSWAGEN                         ,12
2021-12-14,248,2,RENAULT                            ,12
2021-12-14,185,2,MERCEDES-BENZ                      ,12
2021-12-14,431,2,VOLKSWAGEN                         ,12
2021-12-14,4,2,AUDI                               ,12
2021-12-14,28,1,CITROEN                            ,12
2021-12-14,27,2,PEUGEOT                            ,12
2021-12-14,114,2,VOLVO                              ,12
2021-12-14,18,2,DAF,12
2021-12-14,38,2,BMW                             ,12
2021-12-14,38,1,HONDA                              ,12
2021-12-14,9,1,IVECO                              ,12
2021-12-14,337,2,HONDA                              ,12
2021-12-14,8,2,PORSCHE                            ,12
2021-12-14,18,1,VOLVO                              ,12
2021-12-14,2,2,BUGRE,12
2021-12-14,124,1,TOYOTA                             ,12
2021-12-14,1,2,FERRARI                            ,12
2021-12-14,1,1,MAN,12
2021-12-14,47,1,PEUGEOT                            ,12
2021-12-14,3,2,EFFA MOTORS,12
2021-12-14,916,2,GENERAL MOTORS                     ,12
2021-12-14,11,1,SCANIA                             ,12
2021-12-15,196,2,JEEP,12
2021-12-15,360,2,HONDA                              ,12
2021-12-15,2,1,DAF,12
2021-12-15,7,1,IVECO                              ,12
2021-12-15,280,2,RENAULT                            ,12
2021-12-15,1,2,DODGE                              ,12
2021-12-15,509,1,JEEP,12
2021-12-15,1,1,DODGE                              ,12
2021-12-15,3,2,OTHERS,12
2021-12-15,1,2,JAGUAR                             ,12
2021-12-15,8,1,SCANIA                             ,12
2021-12-15,1,1,MINI,12
2021-12-15,57,2,FORD,12
2021-12-15,619,1,HYUNDAI                            ,12
2021-12-15,35,2,LAND ROVER                         ,12
2021-12-15,9,2,SUZUKI                             ,12
2021-12-15,1,2,FYBER,12
2021-12-15,506,2,VOLKSWAGEN                         ,12
2021-12-15,22,2,PEUGEOT                            ,12
2021-12-15,1,2,TESLA MOTORS,12
2021-12-15,45,1,HONDA                              ,12
2021-12-15,881,2,GENERAL MOTORS                     ,12
2021-12-15,94,1,FORD,12
2021-12-15,114,2,VOLVO                              ,12
2021-12-15,1,1,LAND ROVER                         ,12
2021-12-15,4,2,JAC,12
2021-12-15,110,1,CHERY,12
2021-12-15,1,2,FERCAR,12
2021-12-15,1148,1,VOLKSWAGEN                         ,12
2021-12-15,163,1,TOYOTA                             ,12
2021-12-15,455,1,RENAULT                            ,12
2021-12-15,22,2,CITROEN                            ,12
2021-12-15,11,1,BMW                             ,12
2021-12-15,12,1,AUDI                               ,12
2021-12-15,699,2,TOYOTA                             ,12
2021-12-15,1,2,AGRALE                             ,12
2021-12-15,105,1,PEUGEOT                            ,12
2021-12-15,268,1,CITROEN                            ,12
2021-12-15,55,2,IVECO                              ,12
2021-12-15,5,1,VOLVO                              ,12
2021-12-15,15,2,MARCOPOLO,12
2021-12-15,2,2,EFFA MOTORS,12
2021-12-15,35,1,MERCEDES-BENZ                      ,12
2021-12-15,181,2,MERCEDES-BENZ                      ,12
2021-12-15,774,2,FIAT                               ,12
2021-12-15,107,1,NISSAN                             ,12
2021-12-15,1078,1,FIAT                               ,12
2021-12-15,43,2,BMW                             ,12
2021-12-15,11,2,DAF,12
2021-12-15,171,2,NISSAN                             ,12
2021-12-15,762,1,GENERAL MOTORS                     ,12
2021-12-15,14,1,MITSUBISHI                         ,12
2021-12-15,54,2,SCANIA                             ,12
2021-12-15,79,2,MITSUBISHI                         ,12
2021-12-15,9,2,PORSCHE                            ,12
2021-12-15,5,2,MINI,12
2021-12-15,3,2,TROLLER,12
2021-12-15,602,2,HYUNDAI                            ,12
2021-12-15,4,2,AUDI                               ,12
2021-12-15,2,2,LEXUS,12
2021-12-15,30,2,KIA                                ,12
2021-12-15,159,2,CHERY,12
2021-12-16,224,2,MERCEDES-BENZ                      ,12
2021-12-16,821,2,TOYOTA                             ,12
2021-12-16,58,2,SCANIA                             ,12
2021-12-16,538,2,VOLKSWAGEN                         ,12
2021-12-16,810,2,GENERAL MOTORS                     ,12
2021-12-16,1,2,CADILLAC                           ,12
2021-12-16,1,2,LEXUS,12
2021-12-16,5,1,DAF,12
2021-12-16,3,1,VOLVO                              ,12
2021-12-16,2,2,EFFA MOTORS,12
2021-12-16,588,2,HYUNDAI                            ,12
2021-12-16,37,1,MERCEDES-BENZ                      ,12
2021-12-16,54,2,FORD,12
2021-12-16,63,1,MITSUBISHI                         ,12
2021-12-16,1,1,DODGE                              ,12
2021-12-16,206,2,NISSAN                             ,12
2021-12-16,175,1,NISSAN                             ,12
2021-12-16,58,2,MITSUBISHI                         ,12
2021-12-16,4,2,SUZUKI                             ,12
2021-12-16,350,2,HONDA                              ,12
2021-12-16,54,2,BMW                             ,12
2021-12-16,304,1,PEUGEOT                            ,12
2021-12-16,8,1,BMW                             ,12
2021-12-16,148,2,CHERY,12
2021-12-16,15,1,CHERY,12
2021-12-16,1,2,BUICK                              ,12
2021-12-16,19,2,KIA                                ,12
2021-12-16,683,2,FIAT                               ,12
2021-12-16,292,2,RENAULT                            ,12
2021-12-16,2,2,FERCAR,12
2021-12-16,26,1,AUDI                               ,12
2021-12-16,40,2,IVECO                              ,12
2021-12-16,35,2,LAND ROVER                         ,12
2021-12-16,99,1,CITROEN                            ,12
2021-12-16,6,2,JAC,12
2021-12-16,128,2,VOLVO                              ,12
2021-12-16,4,2,AUDI                               ,12
2021-12-16,2,1,SCANIA                             ,12
2021-12-16,121,1,FORD,12
2021-12-16,571,1,GENERAL MOTORS                     ,12
2021-12-16,12,1,IVECO                              ,12
2021-12-16,3,1,MINI,12
2021-12-16,18,2,CITROEN                            ,12
2021-12-16,66,1,HYUNDAI                            ,12
2021-12-16,36,1,HONDA                              ,12
2021-12-16,1,1,JAGUAR                             ,12
2021-12-16,7,2,PORSCHE                            ,12
2021-12-16,180,1,TOYOTA                             ,12
2021-12-16,188,2,JEEP,12
2021-12-16,1409,1,FIAT                               ,12
2021-12-16,660,1,RENAULT                            ,12
2021-12-16,16,2,PEUGEOT                            ,12
2021-12-16,22,2,DAF,12
2021-12-16,12,2,MARCOPOLO,12
2021-12-16,1,2,FOTON,12
2021-12-16,2,2,JAGUAR                             ,12
2021-12-16,651,1,VOLKSWAGEN                         ,12
2021-12-16,435,1,JEEP,12
2021-12-16,9,2,MINI,12
2021-12-16,1,1,LAND ROVER                         ,12
2021-12-17,267,2,MERCEDES-BENZ                      ,12
2021-12-17,285,1,PEUGEOT                            ,12
2021-12-17,749,2,TOYOTA                             ,12
2021-12-17,156,2,VOLVO                              ,12
2021-12-17,1,2,TROLLER,12
2021-12-17,11,2,SUZUKI                             ,12
2021-12-17,22,2,CITROEN                            ,12
2021-12-17,2,2,FYBER,12
2021-12-17,152,2,JEEP,12
2021-12-17,43,1,NISSAN                             ,12
2021-12-17,2,2,FERCAR,12
2021-12-17,1,2,JAGUAR                             ,12
2021-12-17,7,1,DAF,12
2021-12-17,574,2,VOLKSWAGEN                         ,12
2021-12-17,13,1,CHERY,12
2021-12-17,27,1,CITROEN                            ,12
2021-12-17,160,2,CHERY,12
2021-12-17,22,2,KIA                                ,12
2021-12-17,308,2,RENAULT                            ,12
2021-12-17,422,1,JEEP,12
2021-12-17,74,2,IVECO                              ,12
2021-12-17,879,2,GENERAL MOTORS                     ,12
2021-12-17,25,2,DAF,12
2021-12-17,79,2,SCANIA                             ,12
2021-12-17,522,1,RENAULT                            ,12
2021-12-17,23,2,LAND ROVER                         ,12
2021-12-17,49,2,BMW                             ,12
2021-12-17,38,1,MERCEDES-BENZ                      ,12
2021-12-17,1141,1,VOLKSWAGEN                         ,12
2021-12-17,56,1,HONDA                              ,12
2021-12-17,3,2,FOTON,12
2021-12-17,4,1,SCANIA                             ,12
2021-12-17,2,2,EFFA MOTORS,12
2021-12-17,6,1,VOLVO                              ,12
2021-12-17,29,1,AUDI                               ,12
2021-12-17,186,1,TOYOTA                             ,12
2021-12-17,8,2,MARCOPOLO,12
2021-12-17,2,2,OTHERS,12
2021-12-17,2,1,LAND ROVER                         ,12
2021-12-17,3,2,AUDI                               ,12
2021-12-17,7,2,MINI,12
2021-12-17,10,1,BMW                             ,12
2021-12-17,82,1,FORD,12
2021-12-17,191,2,NISSAN                             ,12
2021-12-17,24,2,PEUGEOT                            ,12
2021-12-17,1,1,DODGE                              ,12
2021-12-17,24,1,MITSUBISHI                         ,12
2021-12-17,1,1,MINI,12
2021-12-17,777,2,FIAT                               ,12
2021-12-17,321,2,HONDA                              ,12
2021-12-17,69,2,MITSUBISHI                         ,12
2021-12-17,18,1,IVECO                              ,12
2021-12-17,6,2,PORSCHE                            ,12
2021-12-17,697,1,GENERAL MOTORS                     ,12
2021-12-17,1597,1,FIAT                               ,12
2021-12-17,28,2,FORD,12
2021-12-17,576,2,HYUNDAI                            ,12
2021-12-17,299,1,HYUNDAI                            ,12
2021-12-18,1,2,AUDI                               ,12
2021-12-18,8,2,JEEP,12
2021-12-18,3,1,FORD,12
2021-12-18,65,2,VOLKSWAGEN                         ,12
2021-12-18,3,1,DAF,12
2021-12-18,20,2,RENAULT                            ,12
2021-12-18,3,1,TOYOTA                             ,12
2021-12-18,2,1,SCANIA                             ,12
2021-12-18,2,1,NISSAN                             ,12
2021-12-18,1,1,PEUGEOT                            ,12
2021-12-18,2,1,CITROEN                            ,12
2021-12-18,2,2,BMW                             ,12
2021-12-18,35,2,FIAT                               ,12
2021-12-18,49,2,GENERAL MOTORS                     ,12
2021-12-18,103,1,VOLKSWAGEN                         ,12
2021-12-18,24,2,HONDA                              ,12
2021-12-18,17,1,FIAT                               ,12
2021-12-18,10,1,MITSUBISHI                         ,12
2021-12-18,5,2,VOLVO                              ,12
2021-12-18,6,2,CHERY,12
2021-12-18,4,2,KIA                                ,12
2021-12-18,15,2,NISSAN                             ,12
2021-12-18,36,2,HYUNDAI                            ,12
2021-12-18,9,1,RENAULT                            ,12
2021-12-18,11,2,MERCEDES-BENZ                      ,12
2021-12-18,1,1,CHERY,12
2021-12-18,1,2,MITSUBISHI                         ,12
2021-12-18,38,2,SCANIA                             ,12
2021-12-18,4,2,DAF,12
2021-12-18,14,1,JEEP,12
2021-12-18,4,2,IVECO                              ,12
2021-12-18,1,2,PEUGEOT                            ,12
2021-12-18,24,1,GENERAL MOTORS                     ,12
2021-12-18,50,2,TOYOTA                             ,12
2021-12-19,1,2,TOYOTA                             ,12
2021-12-19,2,2,IVECO                              ,12
2021-12-19,4,2,VOLVO                              ,12
2021-12-19,2,1,VOLKSWAGEN                         ,12
2021-12-19,2,2,VOLKSWAGEN                         ,12
2021-12-19,3,2,MERCEDES-BENZ                      ,12
2021-12-19,2,2,FIAT                               ,12
2021-12-19,4,2,HONDA                              ,12
2021-12-19,1,2,HYUNDAI                            ,12
2021-12-19,2,1,RENAULT                            ,12
2021-12-19,1,2,GENERAL MOTORS                     ,12
2021-12-20,1618,1,VOLKSWAGEN                         ,12
2021-12-20,17,2,DAF,12
2021-12-20,57,1,HONDA                              ,12
2021-12-20,1,2,EFFA MOTORS,12
2021-12-20,445,2,VOLKSWAGEN                         ,12
2021-12-20,35,2,SCANIA                             ,12
2021-12-20,763,2,GENERAL MOTORS                     ,12
2021-12-20,59,2,MITSUBISHI                         ,12
2021-12-20,1,1,MINI,12
2021-12-20,1,2,MASERATI                           ,12
2021-12-20,75,1,FORD,12
2021-12-20,111,2,VOLVO                              ,12
2021-12-20,1,2,OTHERS,12
2021-12-20,5,1,IVECO                              ,12
2021-12-20,476,2,HYUNDAI                            ,12
2021-12-20,590,1,GENERAL MOTORS                     ,12
2021-12-20,13,1,MITSUBISHI                         ,12
2021-12-20,25,2,KIA                                ,12
2021-12-20,449,1,RENAULT                            ,12
2021-12-20,12,1,AUDI                               ,12
2021-12-20,3,2,LEXUS,12
2021-12-20,7,2,SUZUKI                             ,12
2021-12-20,2,1,VOLVO                              ,12
2021-12-20,16,2,PEUGEOT                            ,12
2021-12-20,136,2,NISSAN                             ,12
2021-12-20,6,1,DAF,12
2021-12-20,1,1,AGRALE                             ,12
2021-12-20,1,2,FYBER,12
2021-12-20,18,1,MERCEDES-BENZ                      ,12
2021-12-20,11,1,BMW                             ,12
2021-12-20,1,1,LAND ROVER                         ,12
2021-12-20,4,2,PORSCHE                            ,12
2021-12-20,159,2,MERCEDES-BENZ                      ,12
2021-12-20,34,2,BMW                             ,12
2021-12-20,135,2,CHERY,12
2021-12-20,17,1,SCANIA                             ,12
2021-12-20,630,2,FIAT                               ,12
2021-12-20,162,1,NISSAN                             ,12
2021-12-20,1,2,DODGE                              ,12
2021-12-20,38,1,CHERY,12
2021-12-20,3,2,JAGUAR                             ,12
2021-12-20,46,2,FORD,12
