Registration Date;Quantity Industry Registration;Sales Type;Manufacturer Description
2016-12-29 00:00:00;856;;RENAULT                            
2016-12-29 00:00:00;818;;HYUNDAI                            
2016-12-29 00:00:00;30;;KIA                                
2016-12-29 00:00:00;627;;HONDA                              
2016-12-29 00:00:00;103;;PEUGEOT                            
2016-12-29 00:00:00;3;;MAN
2016-12-29 00:00:00;44;;VOLVO                              
2016-12-29 00:00:00;24;;LAND ROVER                         
2016-12-29 00:00:00;16;;SCANIA                             
2016-12-29 00:00:00;2;;EFFA MOTORS
2016-12-29 00:00:00;2;;PONTIAC                            
2016-12-29 00:00:00;11;;JAC
2016-12-29 00:00:00;133;;CITROEN                            
2016-12-29 00:00:00;1;;JINBEI
2016-12-29 00:00:00;141;;MITSUBISHI                         
2016-12-29 00:00:00;607;;JEEP
2016-12-29 00:00:00;1;;MINI
2016-12-29 00:00:00;1046;;TOYOTA                             
2016-12-30 00:00:00;134;;HONDA                              
2016-12-30 00:00:00;108;;RENAULT                            
2016-12-30 00:00:00;4;;JAC
2016-12-30 00:00:00;701;;HYUNDAI                            
2016-12-30 00:00:00;18;;PEUGEOT                            
2016-12-30 00:00:00;89;;JEEP
2016-12-30 00:00:00;4;;TROLLER
2016-12-30 00:00:00;290;;VOLKSWAGEN                         
2016-12-30 00:00:00;180;;FORD
2016-12-30 00:00:00;4;;LAND ROVER                         
2016-12-30 00:00:00;5;;AUDI                               
2016-12-30 00:00:00;14;;KIA                                
2016-12-30 00:00:00;1;;DODGE                              
2016-12-30 00:00:00;19;;MITSUBISHI                         
2016-12-30 00:00:00;1;;JAGUAR                             
2016-12-30 00:00:00;1;;FOTON
2016-12-30 00:00:00;355;;FIAT                               
2016-12-30 00:00:00;2;;CHERY
2016-12-30 00:00:00;529;;GENERAL MOTORS                     
2016-12-30 00:00:00;43;;NISSAN                             
2016-12-30 00:00:00;1;;MINI
2016-12-30 00:00:00;1;;GEELY
2016-12-30 00:00:00;237;;TOYOTA                             
2016-12-30 00:00:00;6;;IVECO                              
2016-12-30 00:00:00;8;;BMW                             
2016-12-30 00:00:00;20;;CITROEN                            
2016-12-30 00:00:00;8;;SUZUKI                             
2016-12-30 00:00:00;2;;PORSCHE                            
2016-12-30 00:00:00;40;;MERCEDES-BENZ                      
2016-12-30 00:00:00;10;;VOLVO                              
2016-12-30 00:00:00;4;;MAN
2016-12-30 00:00:00;3;;LIFAN
2016-12-31 00:00:00;1;;VOLKSWAGEN                         
2016-12-31 00:00:00;2;;RENAULT                            
2017-01-02 00:00:00;131;;RENAULT                            
2017-01-02 00:00:00;1;;JAGUAR                             
2017-01-02 00:00:00;477;;VOLKSWAGEN                         
2017-01-02 00:00:00;202;;HONDA                              
2017-01-02 00:00:00;44;;MERCEDES-BENZ                      
2017-01-02 00:00:00;4;;LAND ROVER                         
2017-01-02 00:00:00;10;;DAF
2017-01-02 00:00:00;4;;MINI
2017-01-02 00:00:00;306;;HYUNDAI                            
2017-01-02 00:00:00;3;;IVECO                              
2017-01-02 00:00:00;15;;KIA                                
2017-01-02 00:00:00;3;;PORSCHE                            
2017-01-02 00:00:00;19;;SCANIA                             
2017-01-02 00:00:00;4;;CHERY
2017-01-02 00:00:00;1;;OTHERS
2017-01-02 00:00:00;10;;JAC
2017-01-02 00:00:00;19;;AUDI                               
2017-01-02 00:00:00;1;;WAKE
2017-01-02 00:00:00;16;;VOLVO                              
2017-01-02 00:00:00;133;;NISSAN                             
2017-01-02 00:00:00;55;;CITROEN                            
2017-01-02 00:00:00;21;;MITSUBISHI                         
2017-01-02 00:00:00;3;;LIFAN
2017-01-02 00:00:00;63;;PEUGEOT                            
2017-01-02 00:00:00;8;;SUZUKI                             
2017-01-02 00:00:00;27;;BMW                             
2017-01-02 00:00:00;2;;AGRALE                             
2017-01-02 00:00:00;277;;FORD
2017-01-02 00:00:00;573;;FIAT                               
2017-01-02 00:00:00;531;;TOYOTA                             
2017-01-02 00:00:00;1;;PONTIAC                            
2017-01-02 00:00:00;2;;TROLLER
2017-01-02 00:00:00;1;;MAN
2017-01-02 00:00:00;2;;DODGE                              
2017-01-02 00:00:00;697;;GENERAL MOTORS                     
2017-01-02 00:00:00;180;;JEEP
2017-01-03 00:00:00;5;;DODGE                              
2017-01-03 00:00:00;54;;MITSUBISHI                         
2017-01-03 00:00:00;485;;HYUNDAI                            
2017-01-03 00:00:00;23;;AUDI                               
2017-01-03 00:00:00;9;;SUZUKI                             
2017-01-03 00:00:00;746;;TOYOTA                             
2017-01-03 00:00:00;2;;MAN
2017-01-03 00:00:00;3;;PORSCHE                            
2017-01-03 00:00:00;1223;;GENERAL MOTORS                     
2017-01-03 00:00:00;35;;VOLVO                              
2017-01-03 00:00:00;495;;FORD
2017-01-03 00:00:00;29;;BMW                             
2017-01-03 00:00:00;3;;CHERY
2017-01-03 00:00:00;3;;JAGUAR                             
2017-01-03 00:00:00;76;;CITROEN                            
2017-01-03 00:00:00;14;;LAND ROVER                         
2017-01-03 00:00:00;82;;MERCEDES-BENZ                      
2017-01-03 00:00:00;258;;JEEP
2017-01-03 00:00:00;95;;PEUGEOT                            
2017-01-03 00:00:00;1;;AGRALE                             
2017-01-03 00:00:00;1;;LAMBORGHINI
2017-01-03 00:00:00;863;;VOLKSWAGEN                         
2017-01-03 00:00:00;3;;LIFAN
2017-01-03 00:00:00;10;;JAC
2017-01-03 00:00:00;205;;NISSAN                             
2017-01-03 00:00:00;727;;FIAT                               
2017-01-03 00:00:00;279;;RENAULT                            
2017-01-03 00:00:00;2;;SUBARU                             
2017-01-03 00:00:00;1;;LEXUS
2017-01-03 00:00:00;1;;TROLLER
2017-01-03 00:00:00;1;;DAF
2017-01-03 00:00:00;29;;IVECO                              
2017-01-03 00:00:00;10;;SCANIA                             
2017-01-03 00:00:00;1;;GEELY
2017-01-03 00:00:00;359;;HONDA                              
2017-01-03 00:00:00;1;;SSANGYONG
2017-01-03 00:00:00;2;;MINI
2017-01-03 00:00:00;26;;KIA                                
2017-01-03 00:00:00;10;;MARCOPOLO
2017-01-04 00:00:00;90;;MERCEDES-BENZ                      
2017-01-04 00:00:00;45;;MITSUBISHI                         
2017-01-04 00:00:00;50;;IVECO                              
2017-01-04 00:00:00;11;;MARCOPOLO
2017-01-04 00:00:00;1;;OTHERS
2017-01-04 00:00:00;1;;BUGRE
2017-01-04 00:00:00;334;;RENAULT                            
2017-01-04 00:00:00;44;;SCANIA                             
2017-01-04 00:00:00;25;;BMW                             
2017-01-04 00:00:00;25;;AUDI                               
2017-01-04 00:00:00;3;;DODGE                              
2017-01-04 00:00:00;2;;EFFA MOTORS
2017-01-04 00:00:00;2;;BRM
2017-01-04 00:00:00;892;;TOYOTA                             
2017-01-04 00:00:00;905;;FIAT                               
2017-01-04 00:00:00;10;;LIFAN
2017-01-04 00:00:00;561;;HYUNDAI                            
2017-01-04 00:00:00;249;;JEEP
2017-01-04 00:00:00;1;;GEELY
2017-01-04 00:00:00;5;;SUBARU                             
2017-01-04 00:00:00;5;;LEXUS
2017-01-04 00:00:00;576;;FORD
2017-01-04 00:00:00;4;;SINOTRUK
2017-01-04 00:00:00;2;;DAF
2017-01-04 00:00:00;381;;HONDA                              
2017-01-04 00:00:00;1274;;GENERAL MOTORS                     
2017-01-04 00:00:00;93;;PEUGEOT                            
2017-01-04 00:00:00;16;;LAND ROVER                         
2017-01-04 00:00:00;982;;VOLKSWAGEN                         
2017-01-04 00:00:00;17;;VOLVO                              
2017-01-04 00:00:00;4;;PORSCHE                            
2017-01-04 00:00:00;115;;CITROEN                            
2017-01-04 00:00:00;7;;SUZUKI                             
2017-01-04 00:00:00;7;;CHERY
2017-01-04 00:00:00;3;;JAGUAR                             
2017-01-04 00:00:00;1;;AGRALE                             
2017-01-04 00:00:00;8;;JAC
2017-01-04 00:00:00;257;;NISSAN                             
2017-01-04 00:00:00;25;;KIA                                
2017-01-04 00:00:00;6;;MINI
2017-01-05 00:00:00;1;;AGRALE                             
2017-01-05 00:00:00;312;;RENAULT                            
2017-01-05 00:00:00;26;;VOLVO                              
2017-01-05 00:00:00;34;;SCANIA                             
2017-01-05 00:00:00;536;;HONDA                              
2017-01-05 00:00:00;38;;BMW                             
2017-01-05 00:00:00;3;;SUBARU                             
2017-01-05 00:00:00;312;;JEEP
2017-01-05 00:00:00;86;;MERCEDES-BENZ                      
2017-01-05 00:00:00;253;;NISSAN                             
2017-01-05 00:00:00;1;;LEXUS
2017-01-05 00:00:00;751;;TOYOTA                             
2017-01-05 00:00:00;1;;OTHERS
2017-01-05 00:00:00;1;;HAFEI
2017-01-05 00:00:00;28;;KIA                                
2017-01-05 00:00:00;3;;JAGUAR                             
2017-01-05 00:00:00;1;;PONTIAC                            
2017-01-05 00:00:00;6;;TROLLER
2017-01-05 00:00:00;75;;PEUGEOT                            
2017-01-05 00:00:00;20;;IVECO                              
2017-01-05 00:00:00;1291;;GENERAL MOTORS                     
2017-01-05 00:00:00;1176;;FIAT                               
2017-01-05 00:00:00;4;;SUZUKI                             
2017-01-05 00:00:00;604;;FORD
2017-01-05 00:00:00;78;;MITSUBISHI                         
2017-01-05 00:00:00;14;;JAC
2017-01-05 00:00:00;1057;;VOLKSWAGEN                         
2017-01-05 00:00:00;8;;DAF
2017-01-05 00:00:00;103;;CITROEN                            
2017-01-05 00:00:00;11;;LAND ROVER                         
2017-01-05 00:00:00;2;;DODGE                              
2017-01-05 00:00:00;7;;LIFAN
2017-01-05 00:00:00;32;;AUDI                               
2017-01-05 00:00:00;3;;CHERY
2017-01-05 00:00:00;14;;MINI
2017-01-05 00:00:00;1;;PORSCHE                            
2017-01-05 00:00:00;4;;MARCOPOLO
2017-01-05 00:00:00;588;;HYUNDAI                            
2017-01-06 00:00:00;1021;;FIAT                               
2017-01-06 00:00:00;328;;HONDA                              
2017-01-06 00:00:00;23;;LAND ROVER                         
2017-01-06 00:00:00;4;;TROLLER
2017-01-06 00:00:00;1;;MASERATI                           
2017-01-06 00:00:00;39;;VOLVO                              
2017-01-06 00:00:00;9;;SUZUKI                             
2017-01-06 00:00:00;13;;LIFAN
2017-01-06 00:00:00;1;;MARCOPOLO
2017-01-06 00:00:00;2;;DAF
2017-01-06 00:00:00;614;;FORD
2017-01-06 00:00:00;110;;CITROEN                            
2017-01-06 00:00:00;1;;AGRALE                             
2017-01-06 00:00:00;27;;BMW                             
2017-01-06 00:00:00;10;;CHERY
2017-01-06 00:00:00;1365;;GENERAL MOTORS                     
2017-01-06 00:00:00;108;;PEUGEOT                            
2017-01-06 00:00:00;22;;SCANIA                             
2017-01-06 00:00:00;612;;HYUNDAI                            
2017-01-06 00:00:00;57;;MITSUBISHI                         
2017-01-06 00:00:00;6;;IVECO                              
2017-01-06 00:00:00;729;;TOYOTA                             
2017-01-06 00:00:00;5;;JAGUAR                             
2017-01-06 00:00:00;87;;MERCEDES-BENZ                      
2017-01-06 00:00:00;17;;AUDI                               
2017-01-06 00:00:00;3;;PORSCHE                            
2017-01-06 00:00:00;1;;HAFEI
2017-01-06 00:00:00;384;;RENAULT                            
2017-01-06 00:00:00;1;;BRM
2017-01-06 00:00:00;5;;SUBARU                             
2017-01-06 00:00:00;8;;JAC
2017-01-06 00:00:00;1025;;VOLKSWAGEN                         
2017-01-06 00:00:00;287;;JEEP
2017-01-06 00:00:00;4;;MINI
2017-01-06 00:00:00;3;;LEXUS
2017-01-06 00:00:00;1;;OTHERS
2017-01-06 00:00:00;206;;NISSAN                             
2017-01-06 00:00:00;5;;DODGE                              
2017-01-06 00:00:00;25;;KIA                                
2017-01-07 00:00:00;26;;HYUNDAI                            
2017-01-07 00:00:00;1;;IVECO                              
2017-01-07 00:00:00;46;;VOLKSWAGEN                         
2017-01-07 00:00:00;42;;GENERAL MOTORS                     
2017-01-07 00:00:00;12;;NISSAN                             
2017-01-07 00:00:00;16;;HONDA                              
2017-01-07 00:00:00;28;;TOYOTA                             
2017-01-07 00:00:00;3;;MITSUBISHI                         
2017-01-07 00:00:00;9;;CITROEN                            
2017-01-07 00:00:00;10;;JEEP
2017-01-07 00:00:00;1;;JAGUAR                             
2017-01-07 00:00:00;4;;PEUGEOT                            
2017-01-07 00:00:00;1;;KIA                                
2017-01-07 00:00:00;18;;FIAT                               
2017-01-07 00:00:00;1;;AUDI                               
2017-01-07 00:00:00;13;;FORD
2017-01-07 00:00:00;9;;RENAULT                            
2017-01-07 00:00:00;1;;MERCEDES-BENZ                      
2017-01-08 00:00:00;1;;JEEP
2017-01-09 00:00:00;21;;VOLVO                              
2017-01-09 00:00:00;2;;PONTIAC                            
2017-01-09 00:00:00;1;;JAGUAR                             
2017-01-09 00:00:00;2;;MAN
2017-01-09 00:00:00;362;;RENAULT                            
2017-01-09 00:00:00;6;;JAC
2017-01-09 00:00:00;3;;SUBARU                             
2017-01-09 00:00:00;14;;LAND ROVER                         
2017-01-09 00:00:00;625;;TOYOTA                             
2017-01-09 00:00:00;98;;PEUGEOT                            
2017-01-09 00:00:00;3;;PORSCHE                            
2017-01-09 00:00:00;99;;MERCEDES-BENZ                      
2017-01-09 00:00:00;1178;;GENERAL MOTORS                     
2017-01-09 00:00:00;2;;TROLLER
2017-01-09 00:00:00;2;;EFFA MOTORS
2017-01-09 00:00:00;166;;NISSAN                             
2017-01-09 00:00:00;299;;HONDA                              
2017-01-09 00:00:00;4;;CHERY
2017-01-09 00:00:00;25;;BMW                             
2017-01-09 00:00:00;819;;VOLKSWAGEN                         
2017-01-09 00:00:00;548;;HYUNDAI                            
2017-01-09 00:00:00;22;;KIA                                
2017-01-09 00:00:00;3;;DODGE                              
2017-01-09 00:00:00;526;;FORD
2017-01-09 00:00:00;976;;FIAT                               
2017-01-09 00:00:00;1;;AGRALE                             
2017-01-09 00:00:00;53;;MITSUBISHI                         
2017-01-09 00:00:00;14;;AUDI                               
2017-01-09 00:00:00;1;;BRM
2017-01-09 00:00:00;12;;LIFAN
2017-01-09 00:00:00;10;;MINI
2017-01-09 00:00:00;1;;GEELY
2017-01-09 00:00:00;7;;SUZUKI                             
2017-01-09 00:00:00;16;;SCANIA                             
2017-01-09 00:00:00;18;;IVECO                              
2017-01-09 00:00:00;263;;JEEP
2017-01-09 00:00:00;68;;CITROEN                            
2017-01-09 00:00:00;2;;MARCOPOLO
2017-01-10 00:00:00;3;;PORSCHE                            
2017-01-10 00:00:00;1458;;GENERAL MOTORS                     
2017-01-10 00:00:00;86;;CITROEN                            
2017-01-10 00:00:00;19;;LAND ROVER                         
2017-01-10 00:00:00;2;;DODGE                              
2017-01-10 00:00:00;463;;HYUNDAI                            
2017-01-10 00:00:00;1;;CADILLAC                           
2017-01-10 00:00:00;2;;JAGUAR                             
2017-01-10 00:00:00;187;;NISSAN                             
2017-01-10 00:00:00;21;;BMW                             
2017-01-10 00:00:00;265;;JEEP
2017-01-10 00:00:00;1;;OTHERS
2017-01-10 00:00:00;579;;FORD
2017-01-10 00:00:00;1;;MARCOPOLO
2017-01-10 00:00:00;13;;JAC
2017-01-10 00:00:00;19;;KIA                                
2017-01-10 00:00:00;29;;AUDI                               
2017-01-10 00:00:00;3;;DAF
2017-01-10 00:00:00;9;;SUZUKI                             
2017-01-10 00:00:00;10;;IVECO                              
2017-01-10 00:00:00;92;;MERCEDES-BENZ                      
2017-01-10 00:00:00;1027;;VOLKSWAGEN                         
2017-01-10 00:00:00;6;;LIFAN
2017-01-10 00:00:00;2;;JINBEI
2017-01-10 00:00:00;1147;;FIAT                               
2017-01-10 00:00:00;633;;TOYOTA                             
2017-01-10 00:00:00;314;;HONDA                              
2017-01-10 00:00:00;65;;MITSUBISHI                         
2017-01-10 00:00:00;25;;VOLVO                              
2017-01-10 00:00:00;5;;CHERY
2017-01-10 00:00:00;3;;SUBARU                             
2017-01-10 00:00:00;96;;PEUGEOT                            
2017-01-10 00:00:00;20;;SCANIA                             
2017-01-10 00:00:00;2;;MINI
2017-01-10 00:00:00;1;;TROLLER
2017-01-10 00:00:00;2;;LEXUS
2017-01-10 00:00:00;420;;RENAULT                            
2017-01-11 00:00:00;1030;;FIAT                               
2017-01-11 00:00:00;31;;BMW                             
2017-01-11 00:00:00;1;;DAF
2017-01-11 00:00:00;22;;LAND ROVER                         
2017-01-11 00:00:00;6;;SUBARU                             
2017-01-11 00:00:00;1;;BRM
2017-01-11 00:00:00;3;;MINI
2017-01-11 00:00:00;7;;TROLLER
2017-01-11 00:00:00;136;;MERCEDES-BENZ                      
2017-01-11 00:00:00;917;;VOLKSWAGEN                         
2017-01-11 00:00:00;4;;LEXUS
2017-01-11 00:00:00;10;;MARCOPOLO
2017-01-11 00:00:00;4;;PORSCHE                            
2017-01-11 00:00:00;3;;CHERY
2017-01-11 00:00:00;18;;JAC
2017-01-11 00:00:00;802;;TOYOTA                             
2017-01-11 00:00:00;88;;PEUGEOT                            
2017-01-11 00:00:00;10;;SCANIA                             
2017-01-11 00:00:00;68;;CITROEN                            
2017-01-11 00:00:00;8;;SUZUKI                             
2017-01-11 00:00:00;19;;IVECO                              
2017-01-11 00:00:00;18;;VOLVO                              
2017-01-11 00:00:00;26;;KIA                                
2017-01-11 00:00:00;1426;;GENERAL MOTORS                     
2017-01-11 00:00:00;372;;HONDA                              
2017-01-11 00:00:00;6;;DODGE                              
2017-01-11 00:00:00;206;;NISSAN                             
2017-01-11 00:00:00;301;;JEEP
2017-01-11 00:00:00;46;;MITSUBISHI                         
2017-01-11 00:00:00;553;;RENAULT                            
2017-01-11 00:00:00;24;;AUDI                               
2017-01-11 00:00:00;1;;MAN
2017-01-11 00:00:00;2;;JAGUAR                             
2017-01-11 00:00:00;594;;FORD
2017-01-11 00:00:00;6;;LIFAN
2017-01-11 00:00:00;743;;HYUNDAI                            
2017-01-12 00:00:00;44;;VOLVO                              
2017-01-12 00:00:00;2;;GEELY
2017-01-12 00:00:00;6;;TROLLER
2017-01-12 00:00:00;21;;JAC
2017-01-12 00:00:00;1543;;GENERAL MOTORS                     
2017-01-12 00:00:00;24;;AUDI                               
2017-01-12 00:00:00;28;;KIA                                
2017-01-12 00:00:00;1;;PONTIAC                            
2017-01-12 00:00:00;2;;MAN
2017-01-12 00:00:00;112;;MERCEDES-BENZ                      
2017-01-12 00:00:00;18;;IVECO                              
2017-01-12 00:00:00;885;;FIAT                               
2017-01-12 00:00:00;597;;HYUNDAI                            
2017-01-12 00:00:00;7;;LIFAN
2017-01-12 00:00:00;7;;MARCOPOLO
2017-01-12 00:00:00;280;;JEEP
2017-01-12 00:00:00;2;;BRM
2017-01-12 00:00:00;27;;LAND ROVER                         
2017-01-12 00:00:00;1;;PORSCHE                            
2017-01-12 00:00:00;352;;HONDA                              
2017-01-12 00:00:00;94;;PEUGEOT                            
2017-01-12 00:00:00;19;;SCANIA                             
2017-01-12 00:00:00;9;;SUZUKI                             
2017-01-12 00:00:00;5;;DODGE                              
2017-01-12 00:00:00;6;;MINI
2017-01-12 00:00:00;1;;OTHERS
2017-01-12 00:00:00;218;;NISSAN                             
2017-01-12 00:00:00;93;;CITROEN                            
2017-01-12 00:00:00;3;;LEXUS
2017-01-12 00:00:00;1;;JINBEI
2017-01-12 00:00:00;605;;FORD
2017-01-12 00:00:00;665;;TOYOTA                             
2017-01-12 00:00:00;31;;BMW                             
2017-01-12 00:00:00;1082;;VOLKSWAGEN                         
2017-01-12 00:00:00;5;;SUBARU                             
2017-01-12 00:00:00;101;;MITSUBISHI                         
2017-01-12 00:00:00;343;;RENAULT                            
2017-01-12 00:00:00;8;;CHERY
2017-01-13 00:00:00;1;;MAN
2017-01-13 00:00:00;8;;LIFAN
2017-01-13 00:00:00;1;;FOTON
2017-01-13 00:00:00;13;;IVECO                              
2017-01-13 00:00:00;2;;OTHERS
2017-01-13 00:00:00;2;;LEXUS
2017-01-13 00:00:00;593;;TOYOTA                             
2017-01-13 00:00:00;29;;BMW                             
2017-01-13 00:00:00;21;;VOLVO                              
2017-01-13 00:00:00;7;;PORSCHE                            
2017-01-13 00:00:00;1417;;GENERAL MOTORS                     
2017-01-13 00:00:00;834;;VOLKSWAGEN                         
2017-01-13 00:00:00;729;;RENAULT                            
2017-01-13 00:00:00;53;;PEUGEOT                            
2017-01-13 00:00:00;76;;CITROEN                            
2017-01-13 00:00:00;4;;MINI
2017-01-13 00:00:00;1;;AGRALE                             
2017-01-13 00:00:00;14;;JAC
2017-01-13 00:00:00;867;;FIAT                               
2017-01-13 00:00:00;2;;DAF
2017-01-13 00:00:00;25;;KIA                                
2017-01-13 00:00:00;257;;JEEP
2017-01-13 00:00:00;3;;DODGE                              
2017-01-13 00:00:00;34;;LAND ROVER                         
2017-01-13 00:00:00;2;;GEELY
2017-01-13 00:00:00;218;;NISSAN                             
2017-01-13 00:00:00;535;;HYUNDAI                            
2017-01-13 00:00:00;324;;HONDA                              
2017-01-13 00:00:00;5;;MARCOPOLO
2017-01-13 00:00:00;95;;MERCEDES-BENZ                      
2017-01-13 00:00:00;86;;MITSUBISHI                         
2017-01-13 00:00:00;7;;TROLLER
2017-01-13 00:00:00;563;;FORD
2017-01-13 00:00:00;15;;AUDI                               
2017-01-13 00:00:00;18;;SUZUKI                             
2017-01-13 00:00:00;2;;JAGUAR                             
2017-01-13 00:00:00;5;;CHERY
2017-01-13 00:00:00;11;;SCANIA                             
2017-01-14 00:00:00;2;;JAC
2017-01-14 00:00:00;3;;PEUGEOT                            
2017-01-14 00:00:00;28;;GENERAL MOTORS                     
2017-01-14 00:00:00;7;;JEEP
2017-01-14 00:00:00;1;;IVECO                              
2017-01-14 00:00:00;4;;NISSAN                             
2017-01-14 00:00:00;9;;HYUNDAI                            
2017-01-14 00:00:00;10;;FORD
2017-01-14 00:00:00;3;;RENAULT                            
2017-01-14 00:00:00;4;;HONDA                              
2017-01-14 00:00:00;11;;TOYOTA                             
2017-01-14 00:00:00;18;;VOLKSWAGEN                         
2017-01-14 00:00:00;13;;FIAT                               
2017-01-14 00:00:00;3;;MERCEDES-BENZ                      
2017-01-14 00:00:00;1;;MITSUBISHI                         
2017-01-16 00:00:00;3;;IVECO                              
2017-01-16 00:00:00;75;;CITROEN                            
2017-01-16 00:00:00;2;;PORSCHE                            
2017-01-16 00:00:00;1;;OTHERS
2017-01-16 00:00:00;1188;;GENERAL MOTORS                     
2017-01-16 00:00:00;291;;HONDA                              
2017-01-16 00:00:00;16;;BMW                             
2017-01-16 00:00:00;486;;RENAULT                            
2017-01-16 00:00:00;73;;PEUGEOT                            
2017-01-16 00:00:00;1;;PONTIAC                            
2017-01-16 00:00:00;24;;KIA                                
2017-01-16 00:00:00;249;;JEEP
2017-01-16 00:00:00;1;;MAN
2017-01-16 00:00:00;819;;VOLKSWAGEN                         
2017-01-16 00:00:00;454;;HYUNDAI                            
2017-01-16 00:00:00;4;;MINI
2017-01-16 00:00:00;14;;AUDI                               
2017-01-16 00:00:00;6;;JAGUAR                             
2017-01-16 00:00:00;5;;LIFAN
2017-01-16 00:00:00;3;;CHERY
2017-01-16 00:00:00;74;;MERCEDES-BENZ                      
2017-01-16 00:00:00;1;;MARCOPOLO
2017-01-16 00:00:00;2;;TROLLER
2017-01-16 00:00:00;724;;FIAT                               
2017-01-16 00:00:00;25;;LAND ROVER                         
2017-01-16 00:00:00;177;;NISSAN                             
2017-01-16 00:00:00;23;;VOLVO                              
2017-01-16 00:00:00;521;;FORD
2017-01-16 00:00:00;15;;SCANIA                             
2017-01-16 00:00:00;15;;SUZUKI                             
2017-01-16 00:00:00;3;;DAF
2017-01-16 00:00:00;463;;TOYOTA                             
2017-01-16 00:00:00;5;;SUBARU                             
2017-01-16 00:00:00;18;;JAC
2017-01-16 00:00:00;43;;MITSUBISHI                         
2017-01-17 00:00:00;78;;PEUGEOT                            
2017-01-17 00:00:00;85;;CITROEN                            
2017-01-17 00:00:00;2;;JAGUAR                             
2017-01-17 00:00:00;32;;KIA                                
2017-01-17 00:00:00;2;;PORSCHE                            
2017-01-17 00:00:00;4;;CHERY
2017-01-17 00:00:00;17;;IVECO                              
2017-01-17 00:00:00;1;;EFFA MOTORS
2017-01-17 00:00:00;804;;FIAT                               
2017-01-17 00:00:00;220;;NISSAN                             
2017-01-17 00:00:00;15;;SUZUKI                             
2017-01-17 00:00:00;9;;SCANIA                             
2017-01-17 00:00:00;7;;LIFAN
2017-01-17 00:00:00;4;;MINI
2017-01-17 00:00:00;53;;MITSUBISHI                         
2017-01-17 00:00:00;280;;RENAULT                            
2017-01-17 00:00:00;511;;FORD
2017-01-17 00:00:00;351;;HONDA                              
2017-01-17 00:00:00;28;;AUDI                               
2017-01-17 00:00:00;1;;GEELY
2017-01-17 00:00:00;5;;TROLLER
2017-01-17 00:00:00;90;;MERCEDES-BENZ                      
2017-01-17 00:00:00;29;;BMW                             
2017-01-17 00:00:00;283;;JEEP
2017-01-17 00:00:00;1226;;GENERAL MOTORS                     
2017-01-17 00:00:00;1;;BRM
2017-01-17 00:00:00;1;;OTHERS
2017-01-17 00:00:00;11;;JAC
2017-01-17 00:00:00;463;;TOYOTA                             
2017-01-17 00:00:00;29;;VOLVO                              
2017-01-17 00:00:00;2;;MAN
2017-01-17 00:00:00;1;;LEXUS
2017-01-17 00:00:00;817;;VOLKSWAGEN                         
2017-01-17 00:00:00;21;;LAND ROVER                         
2017-01-17 00:00:00;8;;DODGE                              
2017-01-17 00:00:00;7;;DAF
2017-01-17 00:00:00;545;;HYUNDAI                            
2017-01-17 00:00:00;2;;MARCOPOLO
2017-01-17 00:00:00;3;;SUBARU                             
2017-01-18 00:00:00;505;;TOYOTA                             
2017-01-18 00:00:00;8;;CHERY
2017-01-18 00:00:00;322;;RENAULT                            
2017-01-18 00:00:00;2;;AGRALE                             
2017-01-18 00:00:00;77;;MERCEDES-BENZ                      
2017-01-18 00:00:00;568;;FORD
2017-01-18 00:00:00;829;;VOLKSWAGEN                         
2017-01-18 00:00:00;33;;BMW                             
2017-01-18 00:00:00;3;;DAF
2017-01-18 00:00:00;903;;FIAT                               
2017-01-18 00:00:00;213;;NISSAN                             
2017-01-18 00:00:00;59;;MITSUBISHI                         
2017-01-18 00:00:00;23;;SCANIA                             
2017-01-18 00:00:00;1;;WAKE
2017-01-18 00:00:00;13;;JAC
2017-01-18 00:00:00;1;;MAN
2017-01-18 00:00:00;1292;;GENERAL MOTORS                     
2017-01-18 00:00:00;2;;PORSCHE                            
2017-01-18 00:00:00;1;;MINI
2017-01-18 00:00:00;1;;BUGRE
2017-01-18 00:00:00;2;;DODGE                              
2017-01-18 00:00:00;1;;EFFA MOTORS
2017-01-18 00:00:00;8;;JAGUAR                             
2017-01-18 00:00:00;232;;JEEP
2017-01-18 00:00:00;34;;KIA                                
2017-01-18 00:00:00;620;;HYUNDAI                            
2017-01-18 00:00:00;78;;CITROEN                            
2017-01-18 00:00:00;6;;LIFAN
2017-01-18 00:00:00;74;;PEUGEOT                            
2017-01-18 00:00:00;3;;TROLLER
2017-01-18 00:00:00;1;;OTHERS
2017-01-18 00:00:00;6;;MARCOPOLO
2017-01-18 00:00:00;6;;SUBARU                             
2017-01-18 00:00:00;19;;AUDI                               
2017-01-18 00:00:00;3;;LEXUS
2017-01-18 00:00:00;16;;LAND ROVER                         
2017-01-18 00:00:00;30;;VOLVO                              
2017-01-18 00:00:00;15;;SUZUKI                             
2017-01-18 00:00:00;1;;FOTON
2017-01-18 00:00:00;408;;HONDA                              
2017-01-18 00:00:00;20;;IVECO                              
2017-01-19 00:00:00;930;;FIAT                               
2017-01-19 00:00:00;409;;NISSAN                             
2017-01-19 00:00:00;19;;LAND ROVER                         
2017-01-19 00:00:00;1;;CHRYSLER                           
2017-01-19 00:00:00;829;;VOLKSWAGEN                         
2017-01-19 00:00:00;1;;WAKE
2017-01-19 00:00:00;2;;MAN
2017-01-19 00:00:00;4;;TROLLER
